"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","group","id"
13.9791378353432,40.6172533126948,8.60520482241134,102.487498959593,146.269887190933,41.5106342259443,12.8092686823751,21.5334725606861,39.3225285898252,87.32484271105,8.59147208457897,26.6134456519246,19.4301066986692,9.43632218111787,37.2029886682078,63.9713978600453,32.5153699592022,321.185070620506,43.990525702666,83.1385419511175,73.6437566172323,23.5813080452718,16.2649837608536,76.3189013387382,49.3938834652921,31.207784903413,15.5310211527754,51.3556846778189,36.7688563908721,12.7630226343064,15.5586615897898,63.1091015946695,16.940004405315,16.6814726871875,32.1565203672959,15.16614780682,22.0393383523507,21.1061750072766,22.6180230849111,53.8972806630302,33.2682524115292,33.7584394314906,93.2914059474616,9.90449225327628,29.4663898733129,51.0730828568133,36.8887813316239,27.4925204881018,68.1229098572059,118.759888671114,0,1
14.7384383139177,11.8701128076868,26.0136996637718,19.7086784694152,34.5961842715686,85.3494522178237,73.3487874819869,32.3970599712542,22.4836500874167,46.6171299644887,15.2988036103779,51.3083872043236,32.5930497471427,15.3188801320856,84.5786881434689,25.8347626790381,13.6701529528717,52.5248180000716,70.5406967885849,28.9413374606717,30.5756664178463,33.4540416894029,20.0181261275372,56.6043413344018,68.7238482569319,29.7091923840467,32.2185628992394,22.7662691424289,49.6675891248505,32.6974140053723,17.5033661527673,98.5157803180868,31.2997691693491,37.7769569850542,30.0644981619172,29.2610737981965,32.9136481097125,167.255708396765,65.894822520961,26.5215615657367,17.5953305052512,55.6529261421849,91.2293530435261,14.9430977968564,55.0238121559893,31.6214961111551,34.5515358267758,25.0965350636838,27.362023307761,41.8524173709759,0,2
14.820223435117,18.297712204085,37.0019581199285,25.236174569788,51.0891086104953,15.8448563620727,13.0218798352199,49.2523587250732,60.8303914107009,10.0608584238236,6.11838402489011,24.724446571084,47.0779979308166,30.0355088421532,115.564136192267,57.4975828578851,15.0353114448729,26.2569905030927,21.6326832011816,44.1736024646405,36.2104907148777,13.7696800590359,23.9007459132419,35.5936673714263,116.423003208304,25.2912688874083,88.0822685725849,22.5086749743873,33.2895545165131,59.070356717057,50.5723685523243,126.712224685213,25.1744670146796,64.0214226126398,40.5110698369576,57.0878825544707,29.7831866659657,33.8142931522811,62.5475048190693,11.8342013054528,40.1369730369668,74.1857267953045,84.6415306479863,25.8055861599648,34.6273301619134,60.3555225927025,23.0152810390346,99.2729217621678,83.2880805368062,125.488768998556,0,3
96.2945996645784,18.6861845731046,8.24987104589726,23.1746639143545,7.54664845016044,19.4511275375826,21.9050224278462,28.8356891285341,26.662248547554,75.1277878532914,10.5639731050611,9.57653609311478,31.7003837382343,11.2949124597449,37.02842547364,34.4174603625443,17.7284402718858,51.9685734832006,27.6039375189098,28.4021800564355,78.3206114974755,16.7412866197582,25.3128346617365,11.2055811667955,58.1591683672526,41.3400755010914,19.9015792879429,54.3669671884349,29.6115815198745,30.8292171476591,21.0221948868669,43.3933821764272,29.5921210522326,47.1066114996369,56.401625217243,65.8234647320929,31.1617588963223,44.9391362507166,12.2132964173685,21.414015879148,25.9225503612946,38.535093248198,21.1197051360939,38.1678553276371,35.1847458654557,31.9848484151636,178.944519589618,49.8042923236682,28.7812055016409,33.5777848130044,0,4
14.191824186806,37.608638181742,15.2009465212234,82.2615816587484,32.3487841157961,108.520178400601,23.9036432294331,39.6993466675777,35.1042342670325,45.8923731495068,22.0137795290488,29.3192175568487,88.2091128561423,19.6598505549571,15.7384549234722,57.2391188933462,45.8339073234885,13.9626162765748,45.6965376712049,46.0818361521287,24.2984651973092,17.1537479877367,32.7033864054482,25.5234181822214,181.121829254543,13.2978776670503,20.3043985682495,12.700512565721,25.415957554858,31.8833097784632,45.7456150933777,69.6678081149854,14.0917824228253,70.3310443865676,51.5989814145071,54.7571619221815,54.4918674945389,44.0344045840759,44.7565894309895,26.8401503847772,11.4223416437502,30.278962303017,8.47392067510448,93.274826080009,38.3811284406919,27.1790683341866,37.6633617428766,23.2064002280359,155.218645369696,13.5125922028115,0,5
42.1484876782318,22.2637736843659,22.7522552459488,62.4562105422263,36.2073337950155,38.7672851686785,50.9489839011393,14.1785408217869,15.0407891287697,108.808012285218,17.8768374557536,123.89449421985,37.7933271334635,19.3591232488675,79.3073589441423,40.2931686043876,52.602341185027,48.9827848681172,53.8232454917953,20.6441806936745,23.9385741095129,29.6539629193239,12.8590667264246,23.6100400815231,68.5203891615434,26.1967184098619,9.08468569946713,39.6605940019151,68.5550609667948,30.6619526861647,30.1621854900823,20.8483765331934,18.1403455727335,21.0459388030258,12.2213035456204,30.5184563067188,30.9649542184728,26.2947981717663,618.14840039975,14.9012961192098,16.0842501847326,104.576468676445,54.5655885625105,15.3300778966705,43.5336741929084,29.1035908971774,39.5519321237249,23.8879087231648,34.9047837256519,49.4647529416548,0,6
48.4950811294852,13.4002614169376,4.28893030765279,21.811314398537,58.3896285085909,103.196663720011,39.7941380537313,43.4416452066433,18.4158716061385,72.8061463286912,6.64567924547957,7.78696297061423,97.923338621747,27.0252844140371,34.9803422838392,41.6312207116528,43.0422733649949,9.08457070816976,32.8758381322279,117.352217267993,17.3577588471087,30.9960646990736,15.131586333271,34.5965499034055,207.458897607181,111.422631448132,17.2010830803003,33.7652875300774,44.391569864517,45.2512610525764,38.3020560289663,119.752521815839,39.0617388381691,71.5464405749741,69.3902209757356,85.2357693495684,47.9009413707301,23.8666850647767,42.0150072110266,51.6750645532561,30.8348239006069,38.1908421331588,35.3151241067744,22.344760527082,118.373442167444,41.1693343416901,92.1330978370681,3.57542961770773,13.4110333955103,36.4618579693025,0,7
9.64448346132296,25.2478747027467,12.672037345261,14.0220704863764,3.26909280209788,28.9889350949736,13.7199115238104,9.60967415765456,17.1476557689112,121.684896037139,26.2663738253025,19.4489788008962,45.8230074035357,26.6049786430999,19.8842379136284,28.8164016227173,16.5622267572188,35.4121726271276,32.3534806627124,114.291387371386,47.8231743283824,34.0487080042057,22.0367274867668,20.5262555558729,167.229165802082,33.0899477221835,28.7955046117388,21.560694295952,61.0391041793251,12.8231844488993,43.2194007512081,27.411798905658,12.3486617287145,19.2269420330864,32.6733292607328,18.5332856278381,36.6437744109801,21.8407475832116,10.3835972783194,15.1037778199216,13.2694999919731,56.7770768902595,40.8715145878544,21.5177207697369,64.6483223236409,23.1253773805967,19.1964604661423,6.86554379420509,13.1280158912853,29.4150664331417,1,8
10.8594443488806,11.6804514783907,18.7069471586343,36.104127578553,53.2976739486596,72.9125776657895,56.7076029612412,23.5122547088541,32.2671214925463,86.3761497230453,14.110193499653,28.5378789081255,27.938470271655,21.2994341777267,85.973462084688,14.0708590688937,35.567446497544,36.1212958024625,30.4030685371776,43.6174610237715,17.1008332538843,65.9466368995365,21.1964467968187,63.54884228159,43.2621478689694,129.297221101977,21.2026340970634,38.6071891866366,67.667880880327,9.95854636443917,39.0847322435245,133.741269416261,18.8464213935918,33.515924802111,14.9031272662815,97.5954234901147,12.4394597059296,51.6640179188232,182.983137192251,52.0520413966212,7.22424513608018,30.1455399461432,10.0484620655838,45.0215780822349,74.0210512318568,25.1853663803794,54.8075610263427,16.0077505406136,30.0171970790457,21.7896424434415,0,9
8.26122973086096,10.3895658228648,18.2445338378687,60.2373204660137,6.03675333780788,28.5468047473223,34.8065662139392,15.7693960125479,59.0126549686921,173.857100081492,79.368213914743,17.6581675491894,44.0976945472436,119.468319140199,73.6669747803883,21.1701594070079,31.4428075487631,48.7188686205497,28.9994813360287,49.2511876738693,52.1974414518532,20.8713385457048,8.10516730565161,69.4497528456097,61.1349472938589,32.2116768415711,21.6656853428505,45.4721248869123,21.0107684403031,65.7818776167557,38.4158865909685,30.9661948007859,11.7274853141918,39.9530517183685,36.2965505549366,24.2857708626142,53.1034454161809,49.5686620435463,39.6381887429455,24.1654114768476,17.6647587424835,42.1673715684114,36.9173454016481,23.6615522000702,30.271993388836,55.3952823651295,21.1882865351799,20.9019133044911,9.71478392868438,58.2732925457071,0,10
